ID,name_lat,alts,name_cz,name_sk,Nazev_lidovy,Celed,Vyznam,Obrazek,Botanik_char,Oblast,Narok_char,Sklizen_uprava,Uziti,Uzitek,Typ,Barva,Temp
2858,Sedum reflexum L.,Syn.: Petrosedum reflexum (L.) Grulich,rozchodník skalní (panetřesk skalní),,,Crassulaceae,0,,,,,,,,,,Crassulaceae
2859,Sedum rupestre subsp. erectum ´t Hart,Syn.: Petrosedum erectum (´t Hart) Grulich,rozchodník suchomilný přímý (panetřesk přímý),,,Crassulaceae,0,,,,,,,,,,Crassulaceae
2860,Sedum sarmentosum Bunge,,rozchodník šlahounovitý,,,Crassulaceae,0,,,,,,,,,,Crassulaceae
2861,Sedum sexangulare L.,Syn.: Sedum boloniense Loisel.,rozchodník šestiřadý (rozchodník tenkolistý),,,Crassulaceae,0,,,,,,,,,,Crassulaceae
2862,Sedum spurium M. Bieb.,Syn.: Spathulata spuria (M. Bieb.) Á. Löve et D. Löve,rozchodník pochybný (dužnatec pochybný),,,Crassulaceae,0,,,,,,,,,,Crassulaceae
2863,Sedum villosum L.,Syn.: Oreosedum villosum (L.) Grulich,rozchodník huňatý (bělorozchodník huňatý),,,Crassulaceae,0,,,,,,,,,,Crassulaceae
2864,Selaginella helvetica (L.) Spring,Syn.: Lycopodioides helveticum (L.) Kuntze,vraneček švýcarský,,,Selaginellaceae,0,,,,,,,,,,Selaginellaceae
2865,Selaginella selaginoides (L.) P. Beauv.,,vraneček brvitý,,,Selaginellaceae,0,,,,,,,,,,Selaginellaceae
2866,Selinum carvifolia (L.) L. ,,olešník kmínolistý,,,Apiaceae,0,,,,,,,,,,Apiaceae
2867,Sempervivum tectorum L.,,netřesk střešní,Skalnica strechová,,Crassulaceae,0,,,,,,,,,#990000,Crassulaceae
2868,Senecio aquaticus Hill,,starček vodní,,,Asteraceae,0,,,,,,,,,,Asteraceae
2869,Senecio erucifolius L.,,starček roketolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2870,Senecio germanicus Wallr.,"Syn.: Senecio jacquinianus auct. p.p., S. nemorensis auct. p.p.",starček německý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2871,Senecio hercynicus Herborg,"Syn.: Senecio jacquinianus auct. p.p., S. nemorensis auct. p.p. ",starček hercynský,,,Asteraceae,0,,,,,,,,,,Asteraceae
2872,Senecio inaequidens DC.,,starček úzkolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2873,Senecio jacobaea L.,,starček přímětník,Starček jakubov,,Asteraceae,0,,,,,,,,,#ffd700,Asteraceae
2874,Senecio paludosus L.,,starček bažinný,,,Asteraceae,0,,,,,,,,,,Asteraceae
2875,Senecio paludosus subsp. angustifolius Holub,,starček bažinný úzkolistý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2876,Senecio paludosus subsp. paludosus,,starček bažinný pravý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2877,Senecio rupestris Waldst. et Kit.,,starček skalní,,,Asteraceae,0,,,,,,,,,,Asteraceae
2878,Senecio sarracenicus L.,Syn.: Senecio fluviatilis Wallr.,starček poříční,,,Asteraceae,0,,,,,,,,,,Asteraceae
2879,Senecio subalpinus W.D.J. Koch,,starček podalpský,,,Asteraceae,0,,,,,,,,,,Asteraceae
2880,Senecio sylvaticus L.,,starček lesní,,,Asteraceae,0,,,,,,,,,,Asteraceae
2881,Senecio umbrosus Waldst. et Kit.,,starček stinný,,,Asteraceae,0,,,,,,,,,,Asteraceae
2882,Senecio vernalis Waldst. et Kit.,,starček jarní,,,Asteraceae,0,,,,,,,,,,Asteraceae
2883,Senecio viscosus L.,,starček lepkavý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2884,Senecio vulgaris L.,,starček obecný,Starček obyčajný,,Asteraceae,0,,,,,,,,,#ffd700,Asteraceae
2885,Serratula lycopifolia (Vill.) A. Kern. ,Syn.: Klasea lycopifolia (Vill.) Á. Löve et D. Löve ,"srpice karbincolistá (srpice jednoúborná, srpovník karbincolistý)",,,Asteraceae,0,,,,,,,,,,Asteraceae
2886,Serratula tinctoria L.,,srpice barvířská,,,Asteraceae,0,,,,,,,,,,Asteraceae
2887,Seseli annuum L. ,,sesel roční,,,Apiaceae,0,,,,,,,,,,Apiaceae
2888,Seseli hippomarathrum Jacq. ,,sesel fenyklový,,,Apiaceae,0,,,,,,,,,,Apiaceae
2889,Seseli osseum Crantz ,Syn.: Seseli devenyense Simonk.,sesel sivý,,,Apiaceae,0,,,,,,,,,,Apiaceae
2890,Seseli pallasii Besser ,Syn.: Seseli varium Trevir.,sesel pestrý,,,Apiaceae,0,,,,,,,,,,Apiaceae
2891,Sesleria caerulea (L.) Ard. ,"Syn.: Sesleria albicans Schult., S. calcaria (Pers.) Opiz, S. varia (Jacq.) Wettst.",pěchava vápnomilná,,,Poaceae,0,,,,,,,,,,Poaceae
2892,Sesleria uliginosa Opiz,Syn.: sesleria caerulea auct.,pěchava slatinná,,,Poaceae,0,,,,,,,,,,Poaceae
2893,Setaria adhaerens (Forssk.) Chiov.,,,,,Poaceae,0,,,,,,,,,,Poaceae
2894,Setaria faberi F. Herm.,(incl. Setaria macrocarpa Luchnik),bér ohnutý,,,Poaceae,0,,,,,,,,,,Poaceae
2895,Setaria gussonei Kerguélen,"Syn.: Setaria decipiens Schimp., S. ´verticilliformis Dumort.",bér klamný,,,Poaceae,0,,,,,,,,,,Poaceae
2896,Setaria italica (L.) P. Beauv.,,bér italský,,,Poaceae,0,,,,,,,,,,Poaceae
2897,Setaria italica subsp. italica,,bér italský pravý,,,Poaceae,0,,,,,,,,,,Poaceae
2898,Setaria italica subsp. moharia (Alef.) Körn.,,bér italský mohárový,,,Poaceae,0,,,,,,,,,,Poaceae
2899,Setaria pumila (Poir.) Roem. et Schult.,Syn.: Setaria glauca auct. ,bér sivý,,,Poaceae,0,,,,,,,,,,Poaceae
2900,Setaria verticillata (L.) P. Beauv.,,bér přeslenitý,,,Poaceae,0,,,,,,,,,,Poaceae
2901,Setaria viridis (L.) P. Beauv.,,bér zelený,,,Poaceae,0,,,,,,,,,,Poaceae
2902,Setaria viridis subsp. viridis,,bér zelený pravý,,,Poaceae,0,,,,,,,,,,Poaceae
2903,Sherardia arvensis L.,,bračka rolní,,,Rubiaceae,0,,,,,,,,,,Rubiaceae
2904,Sicyos angulatus L.,,libenka hranatá,,,Cucurbitaceae,0,,,,,,,,,,Cucurbitaceae
2905,Sida hermaphrodita (L.) Rusby,,vlákeň oboupohlavná,,,Malvaceae,0,,,,,,,,,,Malvaceae
2906,Sida rhombifolia L.,,vlákeň kosolistá,,,Malvaceae,0,,,,,,,,,,Malvaceae
2907,Sida spinosa L.,,vlákeň ostnitá,,,Malvaceae,0,,,,,,,,,,Malvaceae
2908,Sideritis montana L.,Syn.: Hesiodia montana (L.) Dumort.,hojník chlumní,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
2909,Silaum silaus (L.) Schinz et Thell. ,,koromáč olešníkový,,,Apiaceae,0,,,,,,,,,,Apiaceae
2910,Silene armeria L.,,silenka svazčitá,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2911,Silene bupleuroides L.,Syn.: Silene longiflora Ehrh.,silenka dlouhokvětá,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2912,Silene conica L.,Syn.: Pleconax conica (L.) Šourková,silenka kuželovitá (mnohožilka kuželovitá),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2913,Silene cretica L. subsp. annulata (Thore) Hayek,,silenka krétská prsténčitá,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2914,Silene dichotoma Ehrh.,,silenka rozsochatá,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2915,Silene dioica (L.) Clairv.,"Syn.: Melandrium dioicum (L.) Simonk., M. rubrum Garcke",silenka dvoudomá (knotovka červená),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2916,Silene gallica L.,,silenka francouzská,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2917,Silene nemoralis Waldst. et Kit.,,silenka hajní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2918,Silene noctiflora L.,Syn.: Melandrium noctiflorum (L.) Fr.,silenka noční (knotovka noční),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2919,Silene nutans L.,,silenka nicí,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2920,Silene otites (L.) Wib.,Syn.: Otites cuneifolia Raf.,silenka ušnice,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2921,Silene rupestris L.,,silenka skalní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2922,Silene viscosa (L.) Pers.,Syn.: Melandrium viscosum (L.) Čelak.,silenka lepkavá (knotovka lepkavá),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2923,Silene vulgaris (Moench) Garcke,,silenka nadmutá (měchýřnatka nadmutá),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2924,Silene vulgaris subsp. antelopum (Vest) Hayek,Syn.: Oberna antelopum (Vest) Šourková,silenka nadmutá obrovská,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2925,Silene vulgaris subsp. vulgaris ,"Syn.: Oberna behen (L.) Ikonn., Silene cucubalus Wib., S. inflata Sm.",silenka nadmutá pravá,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2926,Silphium perfoliatum L.,,mužák prorostlý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2927,Silybum marianum (L.) Gaertn.,,ostropestřec mariánský,,,Asteraceae,0,,,,,,,,,,Asteraceae
2928,Sinapis arvensis L.,,hořčice polní,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2929,Sisymbrium austriacum Jacq. subsp. austriacum,,hulevník rakouský pravý,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2930,Sisymbrium irio L.,,hulevník drobnokvětý,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2931,Sisymbrium loeselii L.,,hulevník loeselův,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2932,Sisymbrium officinale (L.) Scop.,Syn.: Chamaeplium officinale (L.) Wallr.,hulevník lékařský (hulevníkovec lékařský),Huľavníkovec lekársky,,Brassicaceae,0,,,,,,,,,#ffd700,Brassicaceae
2933,Sisymbrium orientale L.,,hulevník východní,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2934,Sisymbrium orientale subsp. orientale,,hulevník východní pravý,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2935,Sisymbrium polymorphum (Murray) Roth,,hulevník mnohotvarý,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2936,Sisymbrium volgense E. Fourn.,,hulevník povolžský,,,Brassicaceae,0,,,,,,,,,,Brassicaceae
2937,Sisyrinchium angustifolium Mill.,"Syn.: Sisyrinchium bermudiana auct., S. montanum Greene",badil úzkolistý,,,Iridaceae,0,,,,,,,,,,Iridaceae
2938,Sium latifolium L. ,,sevlák potoční,,,Apiaceae,0,,,,,,,,,,Apiaceae
2939,Sium sisarum L.,,sevlák zeleninový,,,Apiaceae,0,,,,,,,,,,Apiaceae
2940,Smyrnium perfoliatum L. ,,tromín prorostlý,,,Apiaceae,0,,,,,,,,,,Apiaceae
2941,Solanum alatum Moench,,lilek křídlatý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2942,Solanum americanum Mill.,,lilek americký,,,Solanaceae,0,,,,,,,,,,Solanaceae
2943,Solanum capsicastrum Schauer,,lilek ozdobný,,,Solanaceae,0,,,,,,,,,,Solanaceae
2944,Solanum carolinense L.,,lilek karolínský,,,Solanaceae,0,,,,,,,,,,Solanaceae
2945,Solanum cornutum Lam.,,lilek zobanitý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2946,Solanum decipiens Opiz,Syn.: Solanum nigrum subsp. schultesii (Opiz) Wessely,lilek vlnatý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2947,Solanum dulcamara L.,,lilek potměchuť,,,Solanaceae,0,,,,,,,,,,Solanaceae
2948,Solanum linnaeanum Hepper et E. Jaeger,Syn.: Solanum sodomeum L.,lilek sodomský (lilek ostnatý),,,Solanaceae,0,,,,,,,,,,Solanaceae
2949,Solanum lycopersicum L.,Syn.: Lycopersicon esculentum Mill.,lilek rajče (rajče jedlé),,,Solanaceae,0,,,,,,,,,,Solanaceae
2950,Solanum nigrum L.,,lilek černý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2951,Solanum physalifolium Rusby,Syn.: Solanum nitidibaccatum Bitter,lilek leskloplodý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2952,Solanum pseudocapsicum L.,,lilek višňový,,,Solanaceae,0,,,,,,,,,,Solanaceae
2953,Solanum scabrum Mill.,Syn.: Solanum melanoceras All.,lilek borůvkovitý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2954,Solanum sisymbriifolium Lam.,,lilek hulevníkolistý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2955,Solanum triflorum Nutt.,,lilek trojkvětý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2956,Solanum tuberosum L.,,lilek brambor,,,Solanaceae,0,,,,,,,,,,Solanaceae
2957,Solanum villosum Mill.,Syn.: Solanum luteum Mill.,lilek žlutý,,,Solanaceae,0,,,,,,,,,,Solanaceae
2958,Soldanella montana Willd.,,dřípatka horská,,,Primulaceae,0,,,,,,,,,,Primulaceae
2959,Solidago canadensis L.,,zlatobýl kanadský,,,Asteraceae,0,,,,,,,,,,Asteraceae
2960,Solidago gigantea Aiton,,zlatobýl obrovský,,,Asteraceae,0,,,,,,,,,,Asteraceae
2961,Solidago virgaurea L.,,zlatobýl obecný,Zlatobyľ obyčajná,Celík zlatobýl,Asteraceae,1,,,,"suché stráně, skály",kvetoucí nať,ledvinové choroby,,,#ffd700,Asteraceae
2962,Solidago virgaurea subsp. minuta (L.) Arcang.,Syn.: Solidago virgaurea subsp. alpestris (Willd.) Hayek,zlatobýl obecný alpínský,,,Asteraceae,0,,,,,,,,,,Asteraceae
2963,Solidago virgaurea subsp. virgaurea,,zlatobýl obecný pravý,,,Asteraceae,0,,,,,,,,,,Asteraceae
2964,Sonchus arvensis L.,,mléč rolní,,,Asteraceae,0,,,,,,,,,,Asteraceae
2965,Sonchus asper (L.) Hill,,mléč drsný,,,Asteraceae,0,,,,,,,,,,Asteraceae
2966,Sonchus oleraceus L.,,mléč zelinný,,,Asteraceae,0,,,,,,,,,,Asteraceae
2967,Sonchus palustris L.,,mléč bahenní,,,Asteraceae,0,,,,,,,,,,Asteraceae
2968,Sophora japonica L. ,,jerlín japonský,,,Fabaceae,0,,,,,,,,,,Fabaceae
2969,Sorbus alnifrons Kovanda,,jeřáb olšolistý,,,Rosaceae,0,,,,,,,,,,Rosaceae
2970,Sorbus aucuparia L.,,jeřáb ptačí,Jarabina vtáčia,,Rosaceae,0,,,,,,,,,#ffffff,Rosaceae
2971,Sorbus aucuparia subsp. aucuparia,,jeřáb ptačí pravý,,,Rosaceae,0,,,,,,,,,,Rosaceae
2972,Sorbus aucuparia subsp. glabrata (Wimm. et Grab.) Cajander,,jeřáb ptačí olysalý,,,Rosaceae,0,,,,,,,,,,Rosaceae
2973,Sorbus austriaca (Beck) Hedl.,,jeřáb rakouský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2974,Sorbus bohemica Kovanda,,jeřáb český,,,Rosaceae,0,,,,,,,,,,Rosaceae
2975,Sorbus carpatica Borbás,,jeřáb karpatský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2976,Sorbus danubialis (Jáv.) Prodan,,jeřáb dunajský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2977,Sorbus domestica L.,,jeřáb oskeruše (oskeruše),,,Rosaceae,0,,,,,,,,,,Rosaceae
2978,Sorbus gemella Kovanda,,jeřáb džbánský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2979,Sorbus graeca (Spach) Schauer,,jeřáb řecký,,,Rosaceae,0,,,,,,,,,,Rosaceae
2980,Sorbus hardeggensis Kovanda,,jeřáb hardeggský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2981,Sorbus intermedia (Ehrh.) Pers.,,jeřáb prostřední,,,Rosaceae,0,,,,,,,,,,Rosaceae
2982,Sorbus quernea Kovanda,,jeřáb dubolistý,,,Rosaceae,0,,,,,,,,,,Rosaceae
2983,Sorbus rhodanthera Kovanda,,jeřáb manětínský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2984,"Sorbus sudetica (Tausch) Bluff, Nees et Schauer",,jeřáb sudetský,,,Rosaceae,0,,,,,,,,,,Rosaceae
2985,Sorbus torminalis (L.) Crantz,,jeřáb břek (břek),,,Rosaceae,0,,,,,,,,,,Rosaceae
2986,Sorghum bicolor (L.) Moench (agg.),"[incl. Sorghum dochna (Forssk.) Snowden, S. saccharatum (L.) Moench]",čirok obecný,,,Poaceae,0,,,,,,,,,,Poaceae
2987,Sorghum halepense (L.) Pers. ,,čirok halabský,,,Poaceae,0,,,,,,,,,,Poaceae
2988,Sorghum sudanense (Piper) Stapf,,čirok súdánský,,,Poaceae,0,,,,,,,,,,Poaceae
2989,Sparganium angustifolium Michx.,,zevar úzkolistý,,,Typhaceae,0,,,,,,,,,,Typhaceae
2990,Sparganium erectum L. ,Syn.: Sparganium ramosum Huds.,zevar vzpřímený,,,Typhaceae,0,,,,,,,,,,Typhaceae
2991,Sparganium erectum subsp. erectum,Syn.: Sparganium eretum subsp. polyedrum (Asch. et Graebn.) Schinz et Thell.,zevar vzpřímený pravý,,,Typhaceae,0,,,,,,,,,,Typhaceae
2992,Sparganium erectum subsp. microcarpum (L.M. Neuman) Domin,,zevar vzpřímený drobnoplodý,,,Typhaceae,0,,,,,,,,,,Typhaceae
2993,Sparganium erectum subsp. neglectum (Beeby) K. Richt.,,zevar vzpřímený přehlížený,,,Typhaceae,0,,,,,,,,,,Typhaceae
2994,Sparganium erectum subsp. oocarpum (Čelak.) Domin,,zevar vzpřímený vejcoplodý,,,Typhaceae,0,,,,,,,,,,Typhaceae
2995,Sparganium natans L.,Syn.: Sparganium minimum Wallr.,zevar nejmenší,,,Typhaceae,0,,,,,,,,,,Typhaceae
2996,Spartium junceum L. ,,vítečník sítinovitý,,,Fabaceae,0,,,,,,,,,,Fabaceae
2997,Spergula arvensis L.,,kolenec rolní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2998,Spergula arvensis subsp. arvensis,,kolenec rolní pravý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
2999,"Spergula arvensis subsp. linicola (Boreau) Janch. Syn.: Spergula linicola Boreau, S. maxima subsp. linicola (Boreau) F. Dvořák",,kolenec rolní lnový,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3000,Spergula arvensis subsp. maxima (Weihe) O. Schwarz,Syn.: Spergula maxima Weihe,kolenec rolní největší,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3001,Spergula arvensis subsp. sativa (Boenn.) Čelak.,Syn.: Spergula sativa Boenn.,kolenec rolní setý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3002,Spergula pentandra L.,Syn.: Spergula vernalis Willd.,kolenec pětimužný,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3003,Spergularia echinosperma (Čelak.) Asch. et Graebn.,,kuřinka ostnosemenná,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3004,Spergularia maritima (All.) Chiov.,"Syn.: Spergularia marginata (C.A. Mey.) Kitt., S. media auct.",kuřinka obroubená,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3005,Spergularia salina J. Presl et C. Presl ,Syn.: Spergularia marina (L.) Griseb.,kuřinka solná,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3006,Spergularia rubra (L.) J. Presl et C. Presl,,kuřinka červená,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3007,Spinacia oleracea L.,,špenát setý,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
3008,Spiraea alba Du Roi,,tavolník bílý,,,Rosaceae,0,,,,,,,,,,Rosaceae
3009,Spiraea ´arguta Zabel,(S. multiflora ´ S. thunbergii),tavolník význačný,,,Rosaceae,0,,,,,,,,,,Rosaceae
3010,Spiraea ´billardii Hérincq,(S. alba ´ S. douglasii),tavolník billardův,,,Rosaceae,0,,,,,,,,,,Rosaceae
3011,Spiraea chamaedryfolia L.,,tavolník ožankolistý,,,Rosaceae,0,,,,,,,,,,Rosaceae
3012,Spiraea douglasii Hook.,,tavolník douglasův,,,Rosaceae,0,,,,,,,,,,Rosaceae
3013,Spiraea japonica L. f.,,tavolník japonský,,,Rosaceae,0,,,,,,,,,,Rosaceae
3014,Spiraea ´macrothyrsa Dippel,(S. douglasii ´ S. latifolia),,,,Rosaceae,0,,,,,,,,,,Rosaceae
3015,Spiraea ´pseudosalicifolia Silverside,(S. douglasii ´ S. salicifolia),,,,Rosaceae,0,,,,,,,,,,Rosaceae
3016,Spiraea salicifolia L.,,tavolník vrbolistý,,,Rosaceae,0,,,,,,,,,,Rosaceae
3017,Spiraea ´vanhouttei (Briot) Zabel,(S. cantoniensis ´ S. trilobata),tavolník van houtteův,,,Rosaceae,0,,,,,,,,,,Rosaceae
3018,Spiranthes spiralis (L.) Chevall. ,,švihlík krutiklas,,,Orchidaceae,0,,,,,,,,,,Orchidaceae
3019,Spirodela polyrhiza (L.) Schleid.,,závitka mnohokořenná,,,Araceae,0,,,,,,,,,,Araceae
3020,Stachys alpina L.,,čistec alpínský,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3021,Stachys annua (L.) L.,,čistec roční,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3022,Stachys arvensis (L.) L.,,čistec rolní,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3023,Stachys byzantina K. Koch,Syn.: Stachys lanata Jacq.,čistec vlnatý,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3024,Stachys germanica L.,,čistec německý,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3025,Stachys palustris L.,,čistec bahenní,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3026,Stachys recta L.,,čistec přímý,Čistec rovný,,Lamiaceae,0,,,,,,,,,#ffffff,Lamiaceae
3027,Stachys sylvatica L.,,čistec lesní,,,Lamiaceae,0,,,,,,,,,,Lamiaceae
3028,Staphylea pinnata L. ,,klokoč zpeřený,,,Staphyleaceae,0,,,,,,,,,,Staphyleaceae
3029,Stellaria alsine Grimm,Syn.: Stellaria uliginosa Murray,ptačinec mokřadní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3030,Stellaria graminea L.,,ptačinec trávovitý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3031,Stellaria longifolia Willd.,"Syn.: Stellaria diffusa Schltdl., S. frieseana DC.",ptačinec dlouholistý,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3032,Stellaria media (L.) Vill.,"Syn.: Alsine media L., Alsinula media (L.) Dostál","ptačinec prostřední (p. žabinec, žabinec obecný)",Hviezdica prostredná,,Caryophyllaceae,0,,,,,,,,,#ffffff,Caryophyllaceae
3033,Stellaria neglecta Weihe,"Syn.: Alsine neglecta (Weihe) Á. Löve et D. Löve, Alsinula neglecta (Weihe) Dostál , Stellaria media subsp. neglecta (Weihe) Gremli",ptačinec přehlížený (žabinec přehlížený),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3034,Stellaria nemorum L.,,ptačinec hajní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3035,Stellaria pallida (Dumort.) Crép.,"Syn.: Alsine pallida Dumort., Alsinula pallida (Dumort.) Dostál, Stellaria media subp.pallida (Dumort.) Asch. et Graebn.",ptačinec bledý (žabinec bledý),,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3036,Stellaria palustris Hoffm.,Syn.: Stellaria glauca With.,ptačinec bahenní,,,Caryophyllaceae,0,,,,,,,,,,Caryophyllaceae
3037,Stipa borysthenica Prokudin,,kavyl písečný,,,Poaceae,0,,,,,,,,,,Poaceae
3038,Stipa capillata L.,,kavyl vláskovitý,,,Poaceae,0,,,,,,,,,,Poaceae
3039,Stipa dasyphylla (Lindem.) Trautv.,,kavyl chlupatý,,,Poaceae,0,,,,,,,,,,Poaceae
3040,Stipa eriocaulis Borbás,Syn.: Stipa pennata subsp. eriocaulis (Borbás) Martinovský et Skalický,kavyl skalní,,,Poaceae,0,,,,,,,,,,Poaceae
3041,Stipa pennata L. ,Syn.: Stipa joannis Čelak. ,kavyl ivanův,,,Poaceae,0,,,,,,,,,,Poaceae
3042,Stipa pennata var. pennata,,kavyl ivanův pravý,,,Poaceae,0,,,,,,,,,,Poaceae
3043,Stipa pennata var. puberula (Podp. et Suza) Kubát,,kavyl ivanův pýřitý,,,Poaceae,0,,,,,,,,,,Poaceae
3044,Stipa pulcherrima K. Koch,,kavyl sličný,,,Poaceae,0,,,,,,,,,,Poaceae
3045,Stipa smirnovii Martinovský,,kavyl smirnovův,,,Poaceae,0,,,,,,,,,,Poaceae
3046,Stipa tirsa Steven ,Syn.: Stipa stenophylla Lindem.,kavyl tenkolistý,,,Poaceae,0,,,,,,,,,,Poaceae
3047,Stipa zalesskii Wilenski,"Syn.: Stipa glabrata P.A. Smirn., S. rubens P.A. Smirn.",kavyl olysalý,,,Poaceae,0,,,,,,,,,,Poaceae
3048,Streptopus amplexifolius (L.) DC.,,čípek objímavý,,,Liliaceae,0,,,,,,,,,,Liliaceae
3049,Suaeda prostrata Pall.,"Syn.: Suaeda maritima auct., S. pannonica auct. ",solnička rozprostřená,,,Amaranthaceae,0,,,,,,,,,,Amaranthaceae
3050,Succisa pratensis Moench ,,čertkus luční,Čertkus lúčny,,Caprifoliaceae,0,,,,,,,,,#40e0d0,Caprifoliaceae
3051,Swertia perennis L.,"Syn.: Swertia perennis subsp. alpestris auct., S. perennis subsp. palustris (All.) Dostál",kropenáč vytrvalý,,,Gentianaceae,0,,,,,,,,,,Gentianaceae
3052,Symphoricarpos albus (L.) S.F. Blake ,"Syn.: Symphoricarpos racemosus Michx., S. rivularis Suksd. ",pámelník bílý,,,Caprifoliaceae,0,,,,,,,,,,Caprifoliaceae
3053,Symphoricarpos orbiculatus Moench ,,pámelník červenoplodý,,,Caprifoliaceae,0,,,,,,,,,,Caprifoliaceae
3054,Symphytum bohemicum F.W. Schmidt,Syn.: Symphytum officinale subsp. bohemicum (F.W. Schmidt) Čelak.,kostival český,,,Boraginaceae,0,,,,,,,,,,Boraginaceae
3055,Symphytum tuberosum L.,,kostival hlíznatý,,,Boraginaceae,0,,,,,,,,,,Boraginaceae
3056,Symphytum ´uplandicum Nyman,,kostival uplandský,,,Boraginaceae,0,,,,,,,,,,Boraginaceae
3057,Syringa vulgaris L. ,,šeřík obecný,,,Oleaceae,0,,,,,,,,,,Oleaceae
3058,Syringa ´chinensis Willd. (S. persica ´ S. vulgaris),Syn.: Syringa ´rothomagensis hort. ,šeřík čínský,,,Oleaceae,0,,,,,,,,,,Oleaceae
3059,Tagetes erectus L.,,aksamitník vzpřímený,,,Asteraceae,0,,,,,,,,,,Asteraceae
3060,Tagetes patula L.,,aksamitník rozkladitý,,,Asteraceae,0,,,,,,,,,,Asteraceae
3061,Tamarix gallica,,tamaryšek francouzský,,,Tamaricaceae,0,,,,,,,,,,Tamaricaceae
3062,Tamarix parviflora DC.,Syn.: Tamarix gallica auct. ,tamaryšek malokvětý,,,Tamaricaceae,0,,,,,,,,,,Tamaricaceae
